0, 0.9999152421951294, 0, 0.9999152421951294
0, 0.9999843835830688, 0, 0.9999843835830688
0, 0.9997555613517761, 0, 0.9997555613517761
0, 1.0, 0, 1.0
0, 0.9999998807907104, 0, 0.9999998807907104
0, 0.9999986886978149, 0, 0.9999986886978149
0, 0.9999878406524658, 0, 0.9999878406524658
0, 0.9999727010726929, 0, 0.9999727010726929
0, 0.9999988079071045, 0, 0.9999988079071045
0, 0.3032291531562805, 0, 0.3032291531562805
0, 0.9056605100631714, 0, 0.9056605100631714
0, 0.9760668277740479, 0, 0.9760668277740479
0, 0.9968204498291016, 0, 0.9968204498291016
0, 0.9927899837493896, 0, 0.9927899837493896
0, 0.9986528158187866, 0, 0.9986528158187866
0, 0.7299501895904541, 0, 0.7299501895904541
1, 0.9611126780509949, 1, 0.9611126780509949
1, 0.9426054954528809, 1, 0.9426054954528809
1, 0.9973906874656677, 1, 0.9973906874656677
1, 0.9964532852172852, 1, 0.9964532852172852
1, 0.9999867677688599, 1, 0.9999867677688599
1, 0.9840430617332458, 1, 0.9840430617332458
1, 0.9988866448402405, 1, 0.9988866448402405
1, 0.9996882677078247, 1, 0.9996882677078247
1, 0.9948585033416748, 1, 0.9948585033416748
1, 0.9427697658538818, 1, 0.9427697658538818
1, 0.8741801381111145, 1, 0.8741801381111145
1, 0.7884261012077332, 1, 0.7884261012077332
1, 0.9000035524368286, 1, 0.9000035524368286
2, 0.9997480511665344, 2, 0.9997480511665344
2, 0.9991371035575867, 2, 0.9991371035575867
2, 0.9821750521659851, 2, 0.9821750521659851
2, 0.9726674556732178, 2, 0.9726674556732178
2, 0.9999129772186279, 2, 0.9999129772186279
2, 0.9962456822395325, 2, 0.9962456822395325
2, 0.9992638230323792, 2, 0.9992638230323792
2, 0.09464448690414429, 34, 0.8550184369087219
2, 0.2867671251296997, 54, 0.48976370692253113
2, 0.6267609596252441, 2, 0.6267609596252441
2, 0.32980650663375854, 2, 0.32980650663375854
2, 0.5806825160980225, 2, 0.5806825160980225
2, 0.10755803436040878, 54, 0.7288767099380493
2, 0.55934739112854, 2, 0.55934739112854
2, 0.9995738863945007, 2, 0.9995738863945007
2, 0.9058701992034912, 2, 0.9058701992034912
2, 0.040786273777484894, 98, 0.8130770921707153
2, 0.8553422093391418, 2, 0.8553422093391418
2, 0.9186669588088989, 2, 0.9186669588088989
3, 0.9977007508277893, 3, 0.9977007508277893
3, 0.20185449719429016, 24, 0.3851544260978699
3, 0.4673405587673187, 3, 0.4673405587673187
3, 0.02684071846306324, 99, 0.39550894498825073
3, 0.9999969005584717, 3, 0.9999969005584717
3, 0.9999775886535645, 3, 0.9999775886535645
3, 0.9990382194519043, 3, 0.9990382194519043
3, 0.9395334124565125, 3, 0.9395334124565125
3, 0.9999361038208008, 3, 0.9999361038208008
3, 0.6310377717018127, 3, 0.6310377717018127
3, 0.8813750743865967, 3, 0.8813750743865967
3, 0.040490105748176575, 82, 0.8730205297470093
3, 0.9631921648979187, 3, 0.9631921648979187
3, 0.9996927976608276, 3, 0.9996927976608276
4, 0.956306517124176, 4, 0.956306517124176
4, 0.7933229804039001, 4, 0.7933229804039001
4, 0.9999115467071533, 4, 0.9999115467071533
4, 0.9999773502349854, 4, 0.9999773502349854
4, 0.11358720809221268, 68, 0.7905787229537964
4, 1.0, 4, 1.0
4, 0.9999995231628418, 4, 0.9999995231628418
4, 0.9999775886535645, 4, 0.9999775886535645
4, 0.9999088048934937, 4, 0.9999088048934937
4, 1.0, 4, 1.0
4, 0.9999607801437378, 4, 0.9999607801437378
